pk,age,sex,geoid,ii_1,ii_2,ii_3,tm_2_no_hisp_lat_orgn,tm_2_yes_mex_am_chicano_orgn,tm_2_yes_puerto_rican,tm_2_yes_cuban_origin,tm_2_yes_anthr_hisp_lat_spn_origin,tm_3_amrcn_indn_alsk_ntv,tm_3_asian,tm_3_blck_afrcn_amrcn,tm_3_hwan_other_pcfc_islander,tm_3_white,tm_3_other,tm_4,tm_5,tm_6,cn_hs_1,cn_hs_2_bug_infestation,cn_hs_2_mold,cn_hs_2_lead_paint_pipes,cn_hs_2_inadq_heat,cn_hs_2_oven_not_wkg,cn_hs_2_smoke_det_not_wkg,cn_hs_2_water_leaks,cn_hs_2_none_of_the_above,cn_fd_1,cn_fd_2,cn_tr_1,cn_ut_1,cn_sf_1,cn_sf_2,cn_sf_3,cn_sf_4,sn_ff_2
12896,14,M,080770006024,MY_CHILD,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,"",6,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
13899,40,F,080770006024,OTHER,ONE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
5838,77,F,080770006024,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4799,79,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
16678,57,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,3,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,RARELY,SOMETIMES,RARELY
18305,70,F,080770006024,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","",LESS_THN_10K,HSNG_UNSURE,0,0,0,1,0,0,1,0,OFTEN_TRUE,OFTEN_TRUE,YES,YES,"","","","",""
2979,78,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,RARELY
7840,80,,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,0,0,0,0,1,0,GRD_12_HGH_SCHL,"",MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
13241,23,F,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,"","",HSNG_UNSURE,,,,,,,,,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,FREQUENTLY,NEVER,FREQUENTLY,ALWAYS
9622,22,M,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,2,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
5,50,M,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
1663,45,M,080770006024,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
13205,64,F,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,0,0,0,1,1,0,0,0,0,1,0,GRD_12_HGH_SCHL,2,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,SOMETIMES
8656,42,M,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",5,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,SOMETIMES
8530,18,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14765,58,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
16569,57,M,080770006024,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,GRD_12_HGH_SCHL,4,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,RARELY,NEVER
3444,25,M,080770006024,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,SMTM_TRUE,NO,NO,"","","","",""
7396,25,M,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,"",STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,ALWAYS
17403,34,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
287,28,F,080770006024,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,LESS_THN_10K,NO_STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
3995,67,F,080770006024,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,SOMETIMES
9783,20,F,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
14737,0,M,080770006024,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_50_LESS_THEN_75K,HSNG_UNSURE,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
11171,80,M,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,2,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,RARELY
2119,22,M,080770006024,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",NO_STDY_HSNG,,,,,,,,,OFTEN_TRUE,OFTEN_TRUE,YES,"","","","","",""
19522,43,F,080770006024,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
3785,35,M,080770006024,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",9,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
5325,31,M,080770006023,OTHER,TWO_OR_MORE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
15155,42,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,"",NO_STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
10622,35,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",NO_STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,YES,NO,NEVER,SOMETIMES,RARELY,NEVER,FRLY_OFTN
8423,37,F,080770006023,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
14344,31,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,1,0,0,0,0,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,SOMETIMES
2972,28,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
9648,5,M,080770006023,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14151,59,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,1,0,0,0,1,0,CLG_1_3,1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
4671,23,M,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,SOMETIMES
3436,59,F,080770006023,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,"","","","",""
17376,26,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,6,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,OFTEN_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,RARELY
5063,40,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,NO_STDY_HSNG,1,1,0,0,1,0,0,0,OFTEN_TRUE,OFTEN_TRUE,NO,NO,NEVER,FRLY_OFTN,NEVER,SOMETIMES,ALWAYS
9341,27,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,LESS_THN_10K,HSNG_UNSURE,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
14403,60,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_12_HGH_SCHL,1,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,1,0,0,SMTM_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,FRLY_OFTN
19749,3,F,080770006023,MY_CHILD,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,NEVER,NEVER,NEVER,NEVER
7604,62,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,"","",HSNG_UNSURE,,,,,,,,,"",NEVER_TRUE,NO,NO,NEVER,"",NEVER,SOMETIMES,SOMETIMES
17424,54,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,"",4,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
4949,60,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,RARELY
1722,61,M,080770006023,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,"","",NO,NO,"","","","",""
16152,80,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,1,0,0,0,,,,,,,GRD_9_11,4,LESS_THN_10K,STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
2857,29,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,GRD_9_11,3,"",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
14244,27,F,080770006023,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
13983,24,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,2,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,SOMETIMES
4937,42,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",6,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
13768,33,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,0,0,0,1,0,0,0,0,1,0,GRD_12_HGH_SCHL,2,LESS_THN_10K,STDY_HSNG,,,,,,,,,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
3346,52,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,1,0,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
6070,2,M,080770006023,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",4,MORE_THN_50_LESS_THEN_75K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
7114,62,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,RARELY
4223,31,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,1,0,SMTM_TRUE,OFTEN_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,SOMETIMES
15513,21,M,080770006023,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
9437,32,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,RARELY,NEVER,RARELY,RARELY
18071,9,M,080770006023,MY_CHILD,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,1,0,0,0,0,1,0,0,NEVER_TRUE,NEVER_TRUE,NO,YES,NEVER,NEVER,NEVER,RARELY,RARELY
3318,37,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,2,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
17097,7,M,080770006023,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",6,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,NEVER
7937,31,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,NO_STDY_HSNG,1,1,1,0,0,0,0,0,OFTEN_TRUE,OFTEN_TRUE,YES,NO,SOMETIMES,FRLY_OFTN,SOMETIMES,FRLY_OFTN,SOMETIMES
17523,50,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,0,0,1,0,0,0,CLG_1_3,"","",STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,"",NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
13824,50,M,080770006023,OTHER,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
11047,22,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,YES,NO,NEVER,SOMETIMES,NEVER,FRLY_OFTN,SOMETIMES
15531,49,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,CLG_4,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,OFTEN_TRUE,SMTM_TRUE,NO,YES,NEVER,SOMETIMES,NEVER,RARELY,SOMETIMES
7701,39,F,080770006023,MYSELF,TWO_OR_MORE,YES_ONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_25_LESS_THEN_35K,HSNG_UNSURE,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,NEVER,SOMETIMES
10591,82,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,0,0,0,1,0,0,0,0,1,0,GRD_1_8,"","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
16604,51,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
8575,58,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,,,,,,,CLG_4,2,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
3362,59,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",0,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,YES,YES,NEVER,NEVER,NEVER,NEVER,RARELY
8841,52,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,1,0,SMTM_TRUE,SMTM_TRUE,NO,NO,FRLY_OFTN,FRLY_OFTN,NEVER,FREQUENTLY,FRLY_OFTN
13986,37,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,4,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,NEVER_TRUE,NO,YES,NEVER,RARELY,NEVER,RARELY,RARELY
11793,20,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,3,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
6625,50,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,ALWAYS
13466,41,F,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,0,1,0,0,0,0,0,0,0,1,0,CLG_1_3,3,MORE_THN_25_LESS_THEN_35K,STDY_HSNG,1,1,0,0,0,0,0,0,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,RARELY,RARELY
9550,26,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",2,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,RARELY,NEVER,NEVER,SOMETIMES
14839,57,M,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,RARELY,RARELY,RARELY,RARELY,RARELY
1832,29,F,080770006023,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
17253,72,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,SOMETIMES
3684,60,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,,,,,,,,,SMTM_TRUE,OFTEN_TRUE,NO,YES,NEVER,NEVER,NEVER,NEVER,SOMETIMES
11054,56,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,MORE_THN_10_LESS_THEN_15K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,SOMETIMES,NEVER,SOMETIMES,SOMETIMES
14249,43,M,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,"","","",,,,,,,,,"","","","","","","","",""
17100,48,M,080770006023,MYSELF,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",3,MORE_THN_15_LESS_THEN_20K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,OFTEN_TRUE,YES,NO,NEVER,NEVER,NEVER,RARELY,RARELY
11254,45,M,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",1,LESS_THN_10K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
6514,77,F,080770006023,MYSELF,ONE,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_4,0,MORE_THN_20_LESS_THEN_25K,STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,NEVER
9431,64,F,080770006023,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
14075,61,M,080770006023,OTHER,ONE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","","",,,,,,,,,"","","","","","","","",""
7533,14,M,080770006023,MY_CHILD,ZERO,NONE_OF_THE_ABOVE,,,,,,,,,,,,"",6,"",STDY_HSNG,0,0,0,0,0,0,0,1,NEVER_TRUE,NEVER_TRUE,NO,NO,NEVER,RARELY,NEVER,RARELY,NEVER
19173,25,F,080770006023,OTHER,TWO_OR_MORE,NONE_OF_THE_ABOVE,,,,,,,,,,,,"","","",STDY_HSNG,,,,,,,,,NEVER_TRUE,NEVER_TRUE,NO,NO,"","","","",""
8402,30,F,080770006023,MYSELF,ZERO,NONE_OF_THE_ABOVE,1,0,0,0,0,0,0,0,0,1,0,CLG_1_3,6,MORE_THN_35_LESS_THEN_50K,STDY_HSNG,0,0,0,0,0,0,0,1,SMTM_TRUE,SMTM_TRUE,NO,NO,NEVER,NEVER,NEVER,NEVER,RARELY
